sequence,channel_0
279163,29
279164,7
279165,89
279166,123
279167,17
279168,-41
279169,19
279170,6
279171,-23
279172,46
279173,49
279174,13
279175,-31
279176,10
279177,52
279178,67
279179,41
279180,-56
279181,-72
279182,23
279183,-25
279184,-66
279185,-60
279186,-38
279187,-42
279188,-44
279189,-102
279190,-125
279191,-83
279192,-118
279193,-183
279194,-120
279195,-47
279196,-142
279197,-167
279198,-57
279199,-62
279200,-130
279201,-89
279202,-53
279203,-117
279204,-116
279205,-54
279206,-75
279207,-78
279208,-79
279209,-123
279210,-148
279211,-74
279212,-22
279213,-50
279214,-93
279215,-174
279216,-127
279217,-82
279218,-163
279219,-201
279220,-178
279221,-109
279222,-131
279223,-142
279224,-170
279225,-147
279226,-91
279227,-101
279228,-111
279229,-128
279230,-133
279231,-163
279232,-118
279233,20
279234,7
279235,-52
279236,-19
279237,58
279238,-38
279239,-74
279240,18
279241,-52
279242,-58
279243,-18
279244,35
279245,-49
279246,-109
279247,-40
279248,-81
279249,-132
279250,-71
279251,-86
279252,-139
279253,-109
279254,16
279255,5
279256,-76
279257,-47
279258,-5
279259,-50
279260,-24
279261,-12
279262,-27
279263,-5
279264,68
279265,59
279266,11
279267,17
279268,41
279269,11
279270,-59
279271,-59
279272,-50
279273,-74
279274,-112
279275,-67
279276,-83
279277,-87
279278,-35
279279,-60
279280,-86
279281,-59
279282,-17
279283,-129
279284,-194
279285,-109
279286,-84
279287,-63
279288,-98
279289,-29
279290,29
279291,-16
279292,-12
279293,-11
279294,12
279295,-35
279296,-9
279297,-32
279298,16
279299,3
279300,-22
279301,-1
279302,14
279303,-3
279304,-68
279305,16
279306,31
279307,-80
279308,-74
279309,27
279310,76
279311,37
279312,-29
279313,-13
279314,53
279315,17
279316,-112
279317,-105
279318,-13
279319,-11
279320,-87
279321,-52
279322,23
279323,31
279324,8
279325,65
279326,15
279327,15
279328,79
279329,17
279330,-47
279331,4
279332,53
279333,-40
279334,32
279335,112
279336,76
279337,39
279338,9
279339,-65
279340,-44
279341,7
279342,-58
279343,-118
279344,-41
279345,-17
279346,-147
279347,-141
279348,-126
279349,-128
279350,-152
279351,-109
279352,-168
279353,-91
279354,-73
279355,-81
279356,-157
279357,-104
279358,-2
279359,-124
279360,-44
279361,20
279362,-5
279363,-42
279364,43
279365,93
279366,74
279367,77
279368,43
279369,-24
279370,-59
279371,-30
279372,-64
279373,-85
279374,-39
279375,34
279376,15
279377,-50
279378,-31
279379,0
279380,-99
279381,-85
279382,-15
279383,-74
279384,-141
279385,-48
279386,124
279387,108
279388,46
279389,55
279390,131
279391,80
279392,85
279393,103
279394,141
279395,130
279396,98
279397,-6
279398,13
279399,205
279400,100
279401,35
279402,45
279403,64
279404,41
279405,53
279406,-17
279407,-77
279408,43
279409,69
279410,-78
279411,-81
279412,113
279413,84
279414,-49
279415,-4
279416,103
279417,118
279418,40
279419,2
279420,4
279421,22
279422,67
279423,-69
279424,-107
279425,-49
279426,44
279427,-45
279428,-53
279429,68
279430,31
279431,4
279432,28
279433,55
279434,4
279435,27
279436,-20
279437,-164
279438,-103
279439,10
279440,12
279441,-96
279442,22
279443,82
279444,-23
279445,11
279446,42
279447,32
279448,-16
279449,32
279450,-45
279451,0
279452,70
279453,51
279454,-7
279455,45
279456,106
279457,57
279458,121
279459,146
279460,108
279461,56
279462,72
279463,37
279464,49
279465,97
279466,90
279467,45
279468,57
279469,97
279470,80
279471,29
279472,41
279473,2
279474,35
279475,-37
279476,-33
279477,-27
279478,5
279479,21
279480,-10
279481,39
279482,18
279483,54
279484,38
279485,89
279486,70
279487,66
279488,39
279489,16
279490,85
279491,72
279492,-9
279493,15
279494,33
279495,-25
279496,-45
279497,104
279498,79
279499,-22
279500,-22
279501,-42
279502,-76
279503,-60
279504,-25
279505,-161
279506,-94
279507,48
279508,-3
279509,-44
279510,59
279511,99
279512,37
279513,47
279514,54
279515,22
279516,48
279517,113
279518,47
279519,34
279520,214
279521,230
279522,172
279523,141
279524,114
279525,52
279526,75
279527,37
279528,-17
279529,75
279530,157
279531,45
279532,-51
279533,107
279534,108
279535,3
279536,7
279537,32
279538,-7
279539,-83
279540,-45
279541,-32
279542,43
279543,148
279544,56
279545,3
279546,120
279547,107
279548,-33
279549,-7
279550,80
279551,42
279552,65
279553,166
279554,230
279555,161
279556,148
279557,169
279558,179
279559,171
279560,103
279561,44
279562,32
279563,127
279564,161
279565,54
279566,28
279567,141
279568,111
279569,-54
279570,-10
279571,20
279572,-28
279573,-43
279574,-12
279575,-25
279576,-46
279577,-47
279578,16
279579,2
279580,-51
279581,-42
279582,-20
279583,9
279584,-30
279585,1
279586,57
279587,89
279588,0
279589,-14
279590,-13
279591,35
279592,-17
279593,-75
279594,-3
279595,-29
279596,-90
279597,-119
279598,-82
279599,-82
279600,-57
279601,-66
279602,-118
279603,-116
279604,-94
279605,-112
279606,-143
279607,-76
279608,-104
279609,-109
279610,-37
279611,12
279612,-24
279613,-35
279614,89
279615,138
279616,11
279617,-61
279618,55
279619,97
279620,53
279621,0
279622,-7
279623,79
279624,160
279625,134
279626,82
279627,113
279628,136
279629,47
279630,27
279631,29
279632,78
279633,43
279634,-5
279635,15
279636,5
279637,35
279638,43
279639,28
279640,22
279641,52
279642,111
279643,135
279644,128
279645,110
279646,102
279647,63
279648,113
279649,66
279650,67
279651,100
279652,129
279653,124
279654,94
279655,175
279656,94
279657,81
279658,58
279659,21
279660,14
279661,35
279662,67
279663,19
279664,124
279665,109
279666,37
279667,-5
279668,13
279669,0
279670,0
279671,53
279672,-12
279673,-5
279674,35
279675,80
279676,48
279677,42
279678,57
279679,20
279680,-24
279681,36
279682,78
279683,7
279684,-16
279685,-5
279686,46
279687,9
279688,-13
279689,-5
279690,9
279691,20
279692,-45
279693,-112
279694,-73
279695,-44
279696,-120
279697,-120
279698,8
279699,7
279700,-90
279701,-39
279702,-45
279703,-62
279704,34
279705,-8
279706,-87
279707,49
279708,105
279709,-5
279710,-64
279711,94
279712,165
279713,73
279714,125
279715,70
279716,38
279717,47
279718,89
279719,51
279720,116
279721,185
279722,11
279723,-34
279724,17
279725,53
279726,2
279727,39
279728,44
279729,-48
279730,-84
279731,-57
279732,-22
279733,-54
279734,29
279735,33
279736,-18
279737,17
279738,72
279739,43
279740,88
279741,94
279742,23
279743,-38
279744,8
279745,30
279746,-27
279747,13
279748,26
279749,-58
279750,-74
279751,14
279752,1
279753,-44
279754,-18
279755,14
279756,-12
279757,-46
279758,-8
279759,39
279760,66
279761,4
279762,6
279763,22
279764,21
279765,-5
279766,28
279767,105
279768,82
279769,74
279770,65
279771,53
279772,58
279773,98
279774,-8
279775,-11
279776,3
279777,-3
279778,12
279779,61
279780,40
279781,14
279782,40
279783,83
279784,49
279785,-13
279786,60
279787,137
279788,87
279789,6
279790,80
279791,106
279792,81
279793,98
279794,125
279795,102
279796,155
279797,149
279798,50
279799,72
279800,90
279801,-40
279802,-114
279803,70
279804,33
279805,-82
279806,39
279807,62
279808,-20
279809,-22
279810,70
279811,-65
279812,-146
279813,-73
279814,-110
279815,-127
279816,-104
279817,-40
279818,-111
279819,-49
279820,0
279821,-123
279822,-199
279823,-139
279824,-135
279825,-237
279826,-169
279827,-141
279828,-82
279829,-3
279830,-7
279831,-94
279832,-86
279833,-9
279834,-45
279835,-51
279836,-109
279837,-59
279838,-61
279839,-104
279840,-120
279841,-29
279842,2
279843,-58
279844,-23
279845,-29
279846,-48
279847,-19
279848,-4
279849,-98
279850,-100
279851,-78
279852,-80
279853,-134
279854,-50
279855,-49
279856,-84
279857,-80
279858,14
279859,-30
279860,-38
279861,64
279862,81
279863,-8
279864,33
279865,89
279866,71
279867,93
279868,115
279869,151
279870,68
279871,79
279872,43
279873,-6
279874,24
279875,18
279876,-60
279877,-140
279878,-27
279879,-1
279880,-97
279881,-116
279882,-42
279883,-58
279884,-151
279885,-129
279886,-36
279887,-23
279888,-98
279889,-36
279890,-43
279891,-77
279892,37
279893,155
279894,38
279895,-13
279896,47
279897,-13
279898,-127
279899,-87
279900,-48
279901,-108
279902,-63
279903,-42
279904,-130
279905,-154
279906,21
279907,20
279908,-143
279909,-105
279910,86
279911,-46
279912,-204
279913,-28
279914,14
279915,-6
279916,33
279917,92
279918,11
279919,58
279920,87
279921,-23
279922,-32
279923,142
279924,107
279925,-26
279926,-14
279927,71
279928,78
279929,43
279930,36
279931,63
279932,55
279933,93
279934,63
279935,30
279936,58
279937,127
279938,101
279939,13
279940,-3
279941,120
279942,144
279943,67
279944,42
279945,105
279946,164
279947,61
279948,-48
279949,51
279950,152
279951,90
279952,56
279953,76
279954,150
279955,186
279956,82
279957,27
279958,115
279959,142
279960,54
279961,20
279962,133
279963,94
279964,118
279965,117
279966,83
279967,78
279968,92
279969,28
279970,-29
279971,85
279972,85
279973,-68
279974,-29
279975,82
279976,-7
279977,-69
279978,-10
279979,-13
279980,-76
279981,-11
279982,-57
279983,-87
279984,-58
279985,-8
279986,-147
279987,-106
279988,40
279989,0
279990,-57
279991,11
279992,84
279993,1
279994,-28
279995,39
279996,17
279997,-45
279998,18
279999,-27
280000,-27
280001,-9
280002,28
280003,-71
280004,-90
280005,-38
280006,-55
280007,-87
280008,-93
280009,-68
280010,-91
280011,-27
280012,42
280013,1
280014,-22
280015,77
280016,102
280017,13
280018,47
280019,85
280020,-8
280021,12
280022,111
280023,143
280024,71
280025,56
280026,18
280027,28
280028,40
280029,39
280030,-12
280031,-6
280032,20
280033,14
280034,24
280035,-4
280036,25
280037,37
280038,-14
280039,-11
280040,37
280041,38
280042,26
280043,10
280044,37
280045,71
280046,86
280047,35
280048,35
280049,74
280050,85
280051,36
280052,80
280053,38
280054,6
280055,56
280056,56
280057,-23
280058,-29
280059,32
280060,-30
280061,-3
280062,-6
280063,-2
280064,73
280065,107
280066,-55
280067,-23
280068,173
280069,120
280070,-68
280071,13
280072,131
280073,1
280074,-113
280075,-33
280076,-30
280077,-41
280078,40
280079,-31
280080,-87
280081,-17
280082,21
280083,-158
280084,-147
280085,2
280086,-29
280087,-146
280088,-58
280089,-5
280090,-80
280091,16
280092,25
280093,-90
280094,-61
280095,70
280096,-33
280097,-163
280098,-32
280099,45
280100,-70
280101,-136
280102,-71
280103,-36
280104,-12
280105,47
280106,-14
280107,3
280108,54
280109,38
280110,-72
280111,-47
280112,89
280113,60
280114,-19
280115,22
280116,56
280117,81
280118,66
280119,67
280120,95
280121,90
280122,91
280123,38
280124,-45
280125,-37
280126,6
280127,15
280128,-43
280129,24
280130,134
280131,9
280132,-40
280133,55
280134,70
280135,-24
280136,84
280137,101
280138,-28
280139,-45
280140,38
280141,18
280142,-9
280143,97
280144,72
280145,14
280146,12
280147,-8
280148,-93
280149,-46
280150,-41
280151,-137
280152,-144
280153,-21
280154,-54
280155,-188
280156,-157
280157,-78
280158,-134
280159,-189
280160,-120
280161,-195
280162,-226
280163,-57
280164,-44
280165,-197
280166,-116
280167,23
280168,-103
280169,-159
280170,-60
280171,-67
280172,-141
280173,-26
280174,-24
280175,-120
280176,14
280177,-15
280178,-160
280179,-142
280180,36
280181,-60
280182,-206
280183,-92
280184,21
280185,-132
280186,-204
280187,-29
280188,-33
280189,-86
280190,-55
280191,-40
280192,-65
280193,8
280194,78
280195,-114
280196,-50
280197,110
280198,64
280199,-1
280200,83
280201,59
280202,9
280203,18
280204,-49
280205,-75
280206,-3
280207,51
280208,-86
280209,-97
280210,60
280211,80
280212,-42
280213,-7
280214,69
280215,-17
280216,-49
280217,-34
280218,-82
280219,2
280220,80
280221,17
280222,-67
280223,81
280224,81
280225,-70
280226,-4
280227,98
280228,-1
280229,-116
280230,-13
280231,-37
280232,-101
280233,-64
280234,-2
280235,-89
280236,-73
280237,33
280238,-63
280239,-99
280240,-5
280241,-4
280242,-143
280243,-67
280244,18
280245,-91
280246,-125
280247,-117
280248,-121
280249,-127
280250,-55
280251,-97
280252,-109
280253,-37
280254,-54
280255,-131
280256,-86
280257,51
280258,-35
280259,-92
280260,4
280261,-20
280262,-40
280263,21
280264,32
280265,-4
280266,92
280267,79
280268,-18
280269,32
280270,103
280271,62
280272,-13
280273,70
280274,59
280275,11
280276,7
280277,9
280278,29
280279,38
280280,33
280281,-94
280282,-47
280283,35
280284,2
280285,-77
280286,-2
280287,60
280288,-38
280289,-29
280290,54
280291,78
280292,33
280293,69
280294,38
280295,46
280296,96
280297,77
280298,8
280299,44
280300,45
280301,-31
280302,-25
280303,-2
280304,-86
280305,-85
280306,-35
280307,-116
280308,-121
280309,-41
280310,-71
280311,-114
280312,-73
280313,-89
280314,-101
280315,-57
280316,-31
280317,-107
280318,-107
280319,3
280320,23
280321,-36
280322,-29
280323,22
280324,-50
280325,-27
280326,21
280327,-39
280328,-44
280329,42
280330,-25
280331,-168
280332,1
280333,-25
280334,-156
280335,-148
280336,-24
280337,-62
280338,-130
280339,-108
280340,-150
280341,-160
280342,-48
280343,-25
280344,-78
280345,-111
280346,-100
280347,-58
280348,10
280349,42
280350,21
280351,45
280352,108
280353,88
280354,18
280355,76
280356,78
280357,20
280358,72
280359,101
280360,76
280361,22
280362,29
280363,30
280364,43
280365,86
280366,13
280367,-5
280368,63
280369,40
280370,-48
280371,-40
280372,22
280373,49
280374,6
280375,-46
280376,34
280377,40
280378,-18
280379,37
280380,75
280381,2
280382,11
280383,65
280384,38
280385,10
280386,96
280387,67
280388,24
280389,84
280390,99
280391,83
280392,121
280393,126
280394,25
280395,71
280396,94
280397,63
280398,22
280399,20
280400,29
280401,-36
280402,-21
280403,0
280404,-58
280405,-57
280406,-8
280407,-34
280408,-137
280409,-46
280410,5
280411,-62
280412,-108
280413,41
280414,57
280415,-33
280416,48
280417,58
280418,23
280419,60
280420,99
280421,49
280422,57
280423,87
280424,2
280425,-4
280426,59
280427,-6
280428,-29
280429,59
280430,40
280431,-64
280432,-74
280433,-35
280434,-23
280435,-82
280436,-114
280437,-55
280438,-67
280439,-66
280440,-91
280441,-118
280442,-82
280443,17
280444,-44
280445,-125
280446,-13
280447,55
280448,-40
280449,-31
280450,36
280451,4
280452,-17
280453,17
280454,5
280455,-34
280456,23
280457,48
280458,-70
280459,-65
280460,-60
280461,-91
280462,-187
280463,-133
280464,-125
280465,-194
280466,-236
280467,-137
280468,-94
280469,-138
280470,-93
280471,-81
280472,-130
280473,-129
280474,-56
280475,-83
280476,-59
280477,21
280478,-51
280479,-102
280480,-14
280481,24
280482,-38
280483,-55
280484,39
280485,-56
280486,-108
280487,-31
280488,11
280489,-70
280490,-21
280491,-10
280492,-146
280493,-139
280494,-66
280495,-76
280496,-121
280497,-1
280498,79
280499,-4
280500,-14
280501,3
280502,-11
280503,-99
280504,-61
280505,-93
280506,-1
280507,55
280508,47
280509,80
280510,104
280511,143
280512,14
280513,-55
280514,20
280515,91
280516,-12
280517,-6
280518,131
280519,118
280520,79
280521,123
280522,77
280523,-107
280524,13
280525,67
280526,-138
280527,-94
280528,72
280529,47
280530,-96
280531,2
280532,60
280533,-89
280534,-70
280535,-38
280536,-66
280537,-25
280538,28
280539,-71
280540,-40
280541,149
280542,171
280543,13
280544,107
280545,183
280546,25
280547,-32
280548,58
280549,17
280550,-41
280551,55
280552,126
280553,-2
280554,45
280555,79
280556,-13
280557,-30
280558,30
280559,-111
280560,-179
280561,-55
280562,-33
280563,-119
280564,-166
280565,1
280566,-12
280567,-15
280568,-58
280569,18
280570,37
280571,-19
280572,-24
280573,-36
280574,24
280575,38
280576,45
280577,110
280578,164
280579,87
280580,42
280581,72
280582,-8
280583,-50
280584,-49
280585,-49
280586,-9
280587,32
280588,94
280589,44
280590,54
280591,54
280592,20
280593,44
280594,1
280595,1
280596,-14
280597,34
280598,33
280599,26
280600,76
280601,141
280602,54
280603,-26
280604,-52
280605,-20
280606,-40
280607,-12
280608,24
280609,9
280610,-8
280611,23
280612,34
280613,-13
280614,58
280615,45
280616,-68
280617,-38
280618,63
280619,-41
280620,-91
280621,36
280622,68
280623,-26
280624,-11
280625,21
280626,-54
280627,-5
280628,42
280629,-38
280630,-33
280631,70
280632,84
280633,39
280634,62
280635,140
280636,114
280637,39
280638,51
280639,92
280640,73
280641,108
280642,65
280643,98
280644,98
280645,117
280646,37
280647,34
280648,97
280649,56
280650,1
280651,14
280652,85
280653,-35
280654,6
280655,14
280656,-6
280657,-38
280658,16
280659,14
280660,-84
280661,-32
280662,18
280663,-22
280664,-35
280665,-16
280666,-26
280667,-39
280668,33
280669,61
280670,138
280671,127
280672,66
280673,62
280674,122
280675,186
280676,5
280677,31
280678,162
280679,192
280680,49
280681,15
280682,161
280683,173
280684,52
280685,43
280686,54
280687,25
280688,19
280689,-7
280690,46
280691,59
280692,26
280693,1
280694,53
280695,110
280696,86
280697,95
280698,135
280699,106
280700,118
280701,157
280702,124
280703,113
280704,134
280705,130
280706,193
280707,160
280708,59
280709,121
280710,158
280711,19
280712,-8
280713,61
280714,21
280715,33
280716,44
280717,15
280718,-40
280719,-21
280720,44
280721,-21
280722,-32
280723,32
280724,2
280725,-2
280726,55
280727,113
280728,44
280729,51
280730,119
280731,59
280732,19
280733,81
280734,91
280735,29
280736,88
280737,81
280738,48
280739,105
280740,124
280741,58
280742,34
280743,90
280744,24
280745,25
280746,6
280747,-36
280748,-6
280749,10
280750,-2
280751,22
280752,27
280753,16
280754,-4
280755,42
280756,33
280757,-63
280758,-21
280759,23
280760,2
280761,36
280762,61
280763,80
280764,58
280765,85
280766,63
280767,8
280768,52
280769,73
280770,27
280771,53
280772,155
280773,58
280774,-9
280775,124
280776,148
280777,27
280778,56
280779,73
280780,-61
280781,-1
280782,72
280783,-25
280784,-64
280785,38
280786,16
280787,-134
280788,-38
280789,11
280790,-47
280791,-40
280792,29
280793,-7
280794,-69
280795,-10
280796,-113
280797,-134
280798,-51
280799,0
280800,-86
280801,-15
280802,31
280803,11
280804,20
280805,13
280806,-15
280807,3
280808,95
280809,56
280810,-46
280811,-26
280812,85
280813,21
280814,-22
280815,19
280816,50
280817,-6
280818,2
280819,18
280820,12
280821,56
280822,41
280823,-28
280824,22
280825,58
280826,33
280827,-12
280828,16
280829,22
280830,26
280831,32
280832,22
280833,22
280834,53
280835,58
280836,24
280837,32
280838,35
280839,53
280840,63
280841,25
280842,7
280843,28
280844,32
280845,-56
280846,-52
280847,48
280848,-25
280849,-102
280850,-28
280851,27
280852,-120
280853,-110
280854,-17
280855,-3
280856,-122
280857,-88
280858,-64
280859,-38
280860,7
280861,-33
280862,-95
280863,-67
280864,23
280865,-95
280866,-179
280867,-72
280868,38
280869,-44
280870,-22
280871,-24
280872,-33
280873,-16
280874,34
280875,-47
280876,-111
280877,34
280878,47
280879,-106
280880,-127
280881,15
280882,87
280883,21
280884,-76
280885,37
280886,74
280887,35
280888,-47
280889,-2
280890,32
280891,51
280892,68
280893,-15
280894,55
280895,182
280896,131
280897,-56
280898,118
280899,218
280900,116
280901,21
280902,57
280903,99
280904,39
280905,68
280906,54
280907,50
280908,67
280909,-19
280910,-161
280911,-92
280912,-16
280913,-62
280914,-90
280915,59
280916,74
280917,-11
280918,-6
280919,-3
280920,54
280921,115
280922,71
280923,-13
280924,81
280925,114
280926,75
280927,-1
280928,13
280929,-10
280930,-46
280931,60
280932,-28
280933,-74
280934,-8
280935,18
280936,-88
280937,-100
280938,-15
280939,-87
280940,-124
280941,-80
280942,-80
280943,-116
280944,-63
280945,-107
280946,-150
280947,-120
280948,-92
280949,-144
280950,-83
280951,-54
280952,-92
280953,-45
280954,-30
280955,-10
280956,-43
280957,-83
280958,-74
280959,-21
280960,1
280961,-14
280962,-99
280963,-44
280964,27
280965,-10
280966,-43
280967,-54
280968,-66
280969,-29
280970,-37
280971,-92
280972,-70
280973,14
280974,-9
280975,-91
280976,-30
280977,-1
280978,-119
280979,-138
280980,-59
280981,-8
280982,-42
280983,-2
280984,-17
280985,-92
280986,-17
280987,10
280988,-91
280989,-105
280990,24
280991,18
280992,-74
280993,-33
280994,48
280995,-51
280996,-23
280997,81
280998,-18
280999,-17
281000,148
281001,45
281002,-20
281003,120
281004,173
281005,18
281006,-29
281007,30
281008,-8
281009,20
281010,-32
281011,-79
281012,-128
281013,-4
281014,-25
281015,-90
281016,-36
281017,13
281018,-9
281019,-36
281020,42
281021,41
281022,16
281023,-3
281024,1
281025,48
281026,95
281027,128
281028,37
281029,-5
281030,116
281031,117
281032,-26
281033,10
281034,137
281035,157
281036,26
281037,-26
281038,19
281039,-28
281040,-11
281041,-71
281042,-86
281043,-5
281044,-15
281045,-97
281046,-88
281047,88
281048,38
281049,-60
281050,-49
281051,6
281052,4
281053,15
281054,0
281055,-8
281056,20
281057,90
281058,71
281059,0
281060,84
281061,130
281062,61
281063,10
281064,26
281065,26
281066,7
281067,-76
281068,-105
281069,-31
281070,45
281071,-75
281072,-176
281073,-89
281074,-2
281075,-91
281076,-167
281077,-90
281078,-68
281079,-76
281080,-81
281081,-8
281082,-80
281083,0
281084,64
281085,13
281086,-34
281087,27
281088,-31
281089,-139
281090,-103
281091,-85
281092,-126
281093,-68
281094,-82
281095,-156
281096,-4
281097,39
281098,-46
281099,-14
281100,144
281101,8
281102,-55
281103,20
281104,84
281105,12
281106,-23
281107,-66
281108,-56
281109,37
281110,-26
281111,-70
281112,-129
281113,-35
281114,-29
281115,-44
281116,-61
281117,-89
281118,-38
281119,-125
281120,-123
281121,-141
281122,-155
281123,-114
281124,-142
281125,-167
281126,-92
281127,-9
281128,-80
281129,-142
281130,-84
281131,2
281132,-23
281133,-62
281134,-55
281135,-49
281136,37
281137,-13
281138,-12
281139,44
281140,38
281141,-3
281142,-99
281143,-188
281144,-123
281145,-73
281146,-132
281147,-223
281148,-105
281149,-44
281150,-158
281151,-198
281152,-101
281153,-46
281154,24
281155,33
281156,-42
281157,-40
281158,7
281159,-32
281160,-112
281161,-5
281162,77
281163,8
281164,30
281165,106
281166,71
281167,22
281168,80
281169,1
281170,27
281171,69
281172,90
281173,31
281174,97
281175,110
281176,-26
281177,-97
281178,26
281179,46
281180,-22
281181,23
281182,93
281183,114
281184,150
281185,115
281186,78
281187,85
281188,137
281189,175
281190,55
281191,125
281192,174
281193,154
281194,64
281195,20
281196,3
281197,-6
281198,57
281199,105
281200,58
281201,99
281202,88
281203,-103
281204,-138
281205,33
281206,19
281207,-26
281208,86
281209,17
281210,-96
281211,-52
281212,8
281213,-75
281214,-18
281215,83
281216,-25
281217,-28
281218,66
281219,38
281220,-115
281221,-128
281222,-2
281223,-41
281224,-61
281225,-25
281226,-5
281227,4
281228,-24
281229,-50
281230,-86
281231,-14
281232,-4
281233,-58
281234,-40
281235,78
281236,55
281237,-63
281238,-99
281239,-70
281240,-73
281241,-65
281242,-54
281243,-82
281244,-126
281245,-95
281246,-73
281247,-127
281248,-80
281249,64
281250,28
281251,-106
281252,51
281253,51
281254,-99
281255,-137
281256,6
281257,-11
281258,-58
281259,3
281260,-6
281261,-57
281262,-61
281263,42
281264,68
281265,42
281266,47
281267,67
281268,21
281269,-5
281270,26
281271,15
281272,-63
281273,-4
281274,19
281275,-60
281276,-77
281277,-51
281278,-8
281279,2
281280,98
281281,170
281282,190
281283,127
281284,86
281285,14
281286,24
281287,26
281288,-21
281289,-101
281290,-51
281291,-49
281292,-175
281293,-193
281294,-93
281295,-95
281296,-110
281297,-53
281298,-90
281299,-61
281300,-3
281301,-26
281302,-102
281303,-14
281304,89
281305,-18
281306,-96
281307,-4
281308,107
281309,-36
281310,-75
281311,52
281312,99
281313,105
281314,97
281315,30
281316,35
281317,113
281318,25
281319,-46
281320,65
281321,61
281322,-88
281323,-25
281324,40
281325,-97
281326,-92
281327,-22
281328,-76
281329,-88
281330,-13
281331,-15
281332,-105
281333,-89
281334,17
281335,80
281336,46
281337,52
281338,60
281339,68
281340,29
281341,46
281342,112
281343,153
281344,127
281345,31
281346,69
281347,146
281348,136
281349,63
281350,150
281351,187
281352,55
281353,25
281354,100
281355,58
281356,58
281357,115
281358,116
281359,22
281360,-18
281361,-23
281362,-69
281363,-32
281364,-75
281365,-140
281366,-85
281367,-27
281368,-110
281369,-124
281370,7
281371,84
281372,67
281373,117
281374,93
281375,-36
281376,-9
281377,7
281378,-24
281379,-47
281380,0
281381,-70
281382,-170
281383,-193
281384,-214
281385,-247
281386,-219
281387,-150
281388,-212
281389,-204
281390,-155
281391,-151
281392,-263
281393,-198
281394,-56
281395,-12
281396,-25
281397,-77
281398,-19
281399,-84
281400,-57
281401,44
281402,14
281403,44
281404,171
281405,121
281406,51
281407,32
281408,50
281409,-45
281410,-136
281411,-180
281412,-132
281413,-100
281414,-123
281415,-94
281416,-69
281417,-55
281418,-47
281419,40
281420,48
281421,101
281422,99
281423,57
281424,117
281425,143
281426,-40
281427,-99
281428,83
281429,45
281430,-102
281431,-29
281432,22
281433,9
281434,82
281435,97
281436,39
281437,127
281438,154
281439,46
281440,14
281441,29
281442,9
281443,4
281444,30
281445,24
281446,24
281447,138
281448,158
281449,7
281450,26
281451,177
281452,143
281453,-27
281454,3
281455,12
281456,-58
281457,-75
281458,-78
281459,-121
281460,-74
281461,37
281462,-47
281463,-43
281464,114
281465,144
281466,105
281467,159
281468,198
281469,159
281470,82
281471,110
281472,118
281473,81
281474,67
281475,11
281476,-74
281477,-71
281478,-5
281479,-80
281480,-107
281481,62
281482,137
281483,-75
281484,-105
281485,-8
281486,-25
281487,-73
281488,-121
281489,-103
281490,32
281491,89
281492,28
281493,2
281494,149
281495,241
281496,201
281497,124
281498,145
281499,175
281500,174
281501,62
281502,17
281503,27
281504,-43
281505,-131
281506,-179
281507,-144
281508,-119
281509,-73
281510,-72
281511,-36
281512,-14
281513,-18
281514,4
281515,68
281516,121
281517,74
281518,59
281519,55
281520,127
281521,92
281522,-5
281523,25
281524,90
281525,30
281526,5
281527,-30
281528,-25
281529,-73
281530,-47
281531,-60
281532,-190
281533,-156
281534,-93
281535,-145
281536,-181
281537,0
281538,89
281539,69
281540,-14
281541,34
281542,129
281543,189
281544,164
281545,94
281546,173
281547,181
281548,36
281549,-9
281550,23
281551,18
281552,-2
281553,-47
281554,-120
281555,-147
281556,-59
281557,-94
281558,-209
281559,-106
281560,-77
281561,-113
281562,-81
281563,18
281564,9
281565,-36
281566,46
281567,-12
281568,-42
281569,65
281570,83
281571,-15
281572,71
281573,141
281574,26
281575,-6
281576,67
281577,100
281578,0
281579,1
281580,-1
281581,-58
281582,-91
281583,-97
281584,-127
281585,-185
281586,-162
281587,-69
281588,-131
281589,-108
281590,-70
281591,-45
281592,-84
281593,-76
281594,20
281595,-47
281596,-66
281597,-8
281598,-10
281599,-60
281600,51
281601,66
281602,-18
281603,-36
281604,-27
281605,-50
281606,-69
281607,61
281608,52
281609,17
281610,81
281611,110
281612,4
281613,16
281614,76
281615,38
281616,-55
281617,-62
281618,-75
281619,-86
281620,6
281621,-34
281622,-72
281623,-17
281624,29
281625,-68
281626,-88
281627,29
281628,-14
281629,-25
281630,-23
281631,-87
281632,-36
281633,75
281634,61
281635,-51
281636,14
281637,154
281638,84
281639,45
281640,88
281641,162
281642,129
281643,98
281644,37
281645,-35
281646,-34
281647,-45
281648,-46
281649,-127
281650,-120
281651,-175
281652,-129
281653,-64
281654,-89
281655,-137
281656,-59
281657,68
281658,2
281659,-32
281660,-45
281661,36
281662,70
281663,140
281664,92
281665,46
281666,36
281667,61
281668,132
281669,62
281670,65
281671,100
281672,21
281673,-7
281674,41
281675,45
281676,-21
281677,-99
281678,-23
281679,-51
281680,-109
281681,-139
281682,-32
281683,56
281684,0
281685,-12
281686,32
281687,48
281688,-17
281689,8
281690,50
281691,80
281692,30
281693,-64
281694,-73
281695,-11
281696,19
281697,59
281698,75
281699,22
281700,92
281701,99
281702,33
281703,-70
281704,25
281705,50
281706,-78
281707,-101
281708,-84
281709,-89
